doc_id,sentence_id,sentence_start,sentence_end,sentence_text,sentence_tokens,p_count,i_count,o_count,gold_label
10080319,6,105,135,The implant treatment involved either a mainly implant-supported mandibular overdenture on a transmandibular implant (TMI) or an implant-tissue-supported mandibular overdenture on two IMZ implants (IMZ).,"['The', 'implant', 'treatment', 'involved', 'either', 'a', 'mainly', 'implant-supported', 'mandibular', 'overdenture', 'on', 'a', 'transmandibular', 'implant', '(', 'TMI', ')', 'or', 'an', 'implant-tissue-supported', 'mandibular', 'overdenture', 'on', 'two', 'IMZ', 'implants', '(', 'IMZ', ')', '.']",0,8,0,I
10080319,7,135,156,Masticatory performance as well as chewing experience were substantially better for the implant-retained overdentures compared with the complete denture group.,"['Masticatory', 'performance', 'as', 'well', 'as', 'chewing', 'experience', 'were', 'substantially', 'better', 'for', 'the', 'implant-retained', 'overdentures', 'compared', 'with', 'the', 'complete', 'denture', 'group', '.']",0,0,7,O
10080319,8,156,168,No significant differences emerged between the TMI and the IMZ group.,"['No', 'significant', 'differences', 'emerged', 'between', 'the', 'TMI', 'and', 'the', 'IMZ', 'group', '.']",0,0,0,NONE
10080319,9,168,190,A multiple regression analysis did not provide any comprehensibility in the relationship between masticatory performance and the variables of chewing experience.,"['A', 'multiple', 'regression', 'analysis', 'did', 'not', 'provide', 'any', 'comprehensibility', 'in', 'the', 'relationship', 'between', 'masticatory', 'performance', 'and', 'the', 'variables', 'of', 'chewing', 'experience', '.']",0,0,9,O
10080319,10,190,213,In the linear structural relation analysis (LISREL) no direct relationship was found between masticatory performance and functional complaints mandibular denture.,"['In', 'the', 'linear', 'structural', 'relation', 'analysis', '(', 'LISREL', ')', 'no', 'direct', 'relationship', 'was', 'found', 'between', 'masticatory', 'performance', 'and', 'functional', 'complaints', 'mandibular', 'denture', '.']",0,0,8,O
10080319,11,213,235,The results show that an improvement in masticatory performance does not imply the same improvement in chewing experience and vice versa.,"['The', 'results', 'show', 'that', 'an', 'improvement', 'in', 'masticatory', 'performance', 'does', 'not', 'imply', 'the', 'same', 'improvement', 'in', 'chewing', 'experience', 'and', 'vice', 'versa', '.']",0,0,0,NONE
10084579,0,0,21,"Genotyping of CYP21, linked chromosome 6p markers, and a sex-specific gene in neonatal screening for congenital adrenal hyperplasia.","['Genotyping', 'of', 'CYP21', ',', 'linked', 'chromosome', '6p', 'markers', ',', 'and', 'a', 'sex-specific', 'gene', 'in', 'neonatal', 'screening', 'for', 'congenital', 'adrenal', 'hyperplasia', '.']",4,3,0,MIXED
10084579,1,21,49,"We investigated the feasibility and diagnostic utility of genotyping 9 CYP21 mutations, linked chromosome 6p markers, and a dimorphic X-Y marker from neonatal screening samples.","['We', 'investigated', 'the', 'feasibility', 'and', 'diagnostic', 'utility', 'of', 'genotyping', '9', 'CYP21', 'mutations', ',', 'linked', 'chromosome', '6p', 'markers', ',', 'and', 'a', 'dimorphic', 'X-Y', 'marker', 'from', 'neonatal', 'screening', 'samples', '.']",1,3,3,MIXED
10084579,2,49,73,Blood-impregnated filter papers (Guthrie cards) from 603 randomly chosen New Zealand neonates were genotyped blind to 17-hydroxyprogesterone (17-OHP) levels.,"['Blood-impregnated', 'filter', 'papers', '(', 'Guthrie', 'cards', ')', 'from', '603', 'randomly', 'chosen', 'New', 'Zealand', 'neonates', 'were', 'genotyped', 'blind', 'to', '17-hydroxyprogesterone', '(', '17-OHP', ')', 'levels', '.']",1,4,0,MIXED
10084579,3,73,90,Another 50 samples from Swiss and North American infants with correlative hormonal data were also genotyped.,"['Another', '50', 'samples', 'from', 'Swiss', 'and', 'North', 'American', 'infants', 'with', 'correlative', 'hormonal', 'data', 'were', 'also', 'genotyped', '.']",3,0,0,P
10084579,4,90,100,"DNA was extracted, and gene-specific PCR was performed.","['DNA', 'was', 'extracted', ',', 'and', 'gene-specific', 'PCR', 'was', 'performed', '.']",0,0,0,NONE
10084579,5,100,128,"CYP21 PCR products were subjected to ligase detection reaction, simultaneously analyzing 9 CYP21 mutations; PCR products of other genes were subjected to direct gel analysis.","['CYP21', 'PCR', 'products', 'were', 'subjected', 'to', 'ligase', 'detection', 'reaction', ',', 'simultaneously', 'analyzing', '9', 'CYP21', 'mutations', ';', 'PCR', 'products', 'of', 'other', 'genes', 'were', 'subjected', 'to', 'direct', 'gel', 'analysis', '.']",0,2,0,I
10084579,6,128,156,"CYP21 genotyping indicated a heterozygote rate of 2.8% for classic mutations (excluding CYP21 deletions), and 2.0% for nonclassic mutations in New Zealanders.","['CYP21', 'genotyping', 'indicated', 'a', 'heterozygote', 'rate', 'of', '2.8', '%', 'for', 'classic', 'mutations', '(', 'excluding', 'CYP21', 'deletions', ')', ',', 'and', '2.0', '%', 'for', 'nonclassic', 'mutations', 'in', 'New', 'Zealanders', '.']",0,1,2,MIXED
10084579,7,156,172,Ten full-term affected neonates showed a wide range of 17-OHP levels (15-1400 nmol/L).,"['Ten', 'full-term', 'affected', 'neonates', 'showed', 'a', 'wide', 'range', 'of', '17-OHP', 'levels', '(', '15-1400', 'nmol/L', ')', '.']",0,0,2,O
10084579,8,172,192,Sick or preterm infants or infants screened on the first day of life with high 17-OHP proved genetically unaffected.,"['Sick', 'or', 'preterm', 'infants', 'or', 'infants', 'screened', 'on', 'the', 'first', 'day', 'of', 'life', 'with', 'high', '17-OHP', 'proved', 'genetically', 'unaffected', '.']",0,0,1,O
10084579,9,192,206,Genetic linkage disequilibrium was found between two CYP21 mutations and chromosome 6p markers.,"['Genetic', 'linkage', 'disequilibrium', 'was', 'found', 'between', 'two', 'CYP21', 'mutations', 'and', 'chromosome', '6p', 'markers', '.']",0,0,3,O
10084579,10,206,232,"Guthrie cards can be used to accurately genotype CYP21 and other relevant markers, potentially enhancing the specificity and sensitivity of congenital adrenal hyperplasia screening.","['Guthrie', 'cards', 'can', 'be', 'used', 'to', 'accurately', 'genotype', 'CYP21', 'and', 'other', 'relevant', 'markers', ',', 'potentially', 'enhancing', 'the', 'specificity', 'and', 'sensitivity', 'of', 'congenital', 'adrenal', 'hyperplasia', 'screening', '.']",0,0,3,O
10084579,11,232,254,CYP21 heterozygote frequency for classic mutations is higher than expected based on genotype compared with that predicted by hormonal newborn screening.,"['CYP21', 'heterozygote', 'frequency', 'for', 'classic', 'mutations', 'is', 'higher', 'than', 'expected', 'based', 'on', 'genotype', 'compared', 'with', 'that', 'predicted', 'by', 'hormonal', 'newborn', 'screening', '.']",1,1,6,MIXED
10089089,0,0,17,Piperacillin/tazobactam plus tobramycin versus ceftazidime plus tobramycin as empiric therapy for fever in severely neutropenic patients.,"['Piperacillin/tazobactam', 'plus', 'tobramycin', 'versus', 'ceftazidime', 'plus', 'tobramycin', 'as', 'empiric', 'therapy', 'for', 'fever', 'in', 'severely', 'neutropenic', 'patients', '.']",0,5,1,MIXED
10089089,1,17,44,The objective of this trial was to evaluate the potential advantages of the combination of piperacillin and tazobactam in the control of fever in neutropenic patients.,"['The', 'objective', 'of', 'this', 'trial', 'was', 'to', 'evaluate', 'the', 'potential', 'advantages', 'of', 'the', 'combination', 'of', 'piperacillin', 'and', 'tazobactam', 'in', 'the', 'control', 'of', 'fever', 'in', 'neutropenic', 'patients', '.']",5,3,1,MIXED
10089089,2,44,76,"In this single-center study, patients who experienced a total of 247 febrile episodes were prospectively randomized to receive either our standard regimen, ceftazidime 3 g/day (1 g t.i.d.","['In', 'this', 'single-center', 'study', ',', 'patients', 'who', 'experienced', 'a', 'total', 'of', '247', 'febrile', 'episodes', 'were', 'prospectively', 'randomized', 'to', 'receive', 'either', 'our', 'standard', 'regimen', ',', 'ceftazidime', '3', 'g/day', '(', '1', 'g', 't.i.d', '.']",0,1,0,I
10089089,3,76,88,) plus tobramycin 3 mg/kg per day (1.5 mg/kg b.i.d.,"[')', 'plus', 'tobramycin', '3', 'mg/kg', 'per', 'day', '(', '1.5', 'mg/kg', 'b.i.d', '.']",0,1,0,I
10089089,4,88,104,"), or piperacillin 12 g/day plus tazobactam 1.5 g/day (4 g+0.5 g t.i.d.","[')', ',', 'or', 'piperacillin', '12', 'g/day', 'plus', 'tazobactam', '1.5', 'g/day', '(', '4', 'g+0.5', 'g', 't.i.d', '.']",0,2,0,I
10089089,5,104,117,) plus tobramycin 3 mg/kg per day (1.5 mg/kg b.i.d.).,"[')', 'plus', 'tobramycin', '3', 'mg/kg', 'per', 'day', '(', '1.5', 'mg/kg', 'b.i.d.', ')', '.']",0,1,0,I
10089089,6,117,144,"Vancomycin was added in all cases of persistent fever in the ceftazidime arm, but only when there was microbiologically documented resistance in the piperacillin/tazobactam arm.","['Vancomycin', 'was', 'added', 'in', 'all', 'cases', 'of', 'persistent', 'fever', 'in', 'the', 'ceftazidime', 'arm', ',', 'but', 'only', 'when', 'there', 'was', 'microbiologically', 'documented', 'resistance', 'in', 'the', 'piperacillin/tazobactam', 'arm', '.']",0,3,0,I
10089089,7,144,155,"All 247 episodes were evaluable by "" intent-to-treat "" analysis.","['All', '247', 'episodes', 'were', 'evaluable', 'by', '""', 'intent-to-treat', '""', 'analysis', '.']",0,0,0,NONE
10089089,8,155,189,"The two populations were well matched in terms of age, gender, underlying disease, chemotherapy received, oral decontamination, clinical and bacterial documentation, and severity and duration of neutropenia.","['The', 'two', 'populations', 'were', 'well', 'matched', 'in', 'terms', 'of', 'age', ',', 'gender', ',', 'underlying', 'disease', ',', 'chemotherapy', 'received', ',', 'oral', 'decontamination', ',', 'clinical', 'and', 'bacterial', 'documentation', ',', 'and', 'severity', 'and', 'duration', 'of', 'neutropenia', '.']",0,0,0,NONE
10089089,9,189,231,"Initial antibacterial therapy was successful (apyrexia at 72 h, without antibiotic change) more frequently (P = 0.008) with the regimen containing piperacillin/tazobactam (54.4%) than with the one including ceftazidime (37.6%).","['Initial', 'antibacterial', 'therapy', 'was', 'successful', '(', 'apyrexia', 'at', '72', 'h', ',', 'without', 'antibiotic', 'change', ')', 'more', 'frequently', '(', 'P', '=', '0.008', ')', 'with', 'the', 'regimen', 'containing', 'piperacillin/tazobactam', '(', '54.4', '%', ')', 'than', 'with', 'the', 'one', 'including', 'ceftazidime', '(', '37.6', '%', ')', '.']",0,4,1,MIXED
10089089,10,231,298,"Fewer (P = 0.02) major infectious events (infectious death or delay in treatment of underlying disease due to infection) were observed during piperacillin/ tazobactam treatment (2.6%) than with the ceftazidime regimen (11.3%), despite a lower frequency of glycopeptide addition when piperacillin/tazobactam was used (54.4% versus 77.4%) according to the rules adopted.","['Fewer', '(', 'P', '=', '0.02', ')', 'major', 'infectious', 'events', '(', 'infectious', 'death', 'or', 'delay', 'in', 'treatment', 'of', 'underlying', 'disease', 'due', 'to', 'infection', ')', 'were', 'observed', 'during', 'piperacillin/', 'tazobactam', 'treatment', '(', '2.6', '%', ')', 'than', 'with', 'the', 'ceftazidime', 'regimen', '(', '11.3', '%', ')', ',', 'despite', 'a', 'lower', 'frequency', 'of', 'glycopeptide', 'addition', 'when', 'piperacillin/tazobactam', 'was', 'used', '(', '54.4', '%', 'versus', '77.4', '%', ')', 'according', 'to', 'the', 'rules', 'adopted', '.']",0,5,14,MIXED
10089089,11,298,315,This trial confirmed the efficacy of the piperacillin/tazobactam combination for empirical treatment of febrile neutropenic patients.,"['This', 'trial', 'confirmed', 'the', 'efficacy', 'of', 'the', 'piperacillin/tazobactam', 'combination', 'for', 'empirical', 'treatment', 'of', 'febrile', 'neutropenic', 'patients', '.']",0,1,1,MIXED
10089089,12,315,331,This antibiotic combination permitted a dramatic decrease in empiric glycopeptide antibiotic administration in such patients.,"['This', 'antibiotic', 'combination', 'permitted', 'a', 'dramatic', 'decrease', 'in', 'empiric', 'glycopeptide', 'antibiotic', 'administration', 'in', 'such', 'patients', '.']",0,3,4,MIXED
10091821,0,0,20,Independent prognostic information provided by sphygmomanometrically determined pulse pressure and mean arterial pressure in patients with left ventricular dysfunction.,"['Independent', 'prognostic', 'information', 'provided', 'by', 'sphygmomanometrically', 'determined', 'pulse', 'pressure', 'and', 'mean', 'arterial', 'pressure', 'in', 'patients', 'with', 'left', 'ventricular', 'dysfunction', '.']",3,8,4,MIXED
10091821,1,20,48,OBJECTIVES The purpose of this study was to evaluate the relationship of baseline pulse pressure and mean arterial pressure to mortality in patients with left ventricular dysfunction.,"['OBJECTIVES', 'The', 'purpose', 'of', 'this', 'study', 'was', 'to', 'evaluate', 'the', 'relationship', 'of', 'baseline', 'pulse', 'pressure', 'and', 'mean', 'arterial', 'pressure', 'to', 'mortality', 'in', 'patients', 'with', 'left', 'ventricular', 'dysfunction', '.']",0,0,0,NONE
10091821,2,48,72,"BACKGROUND Increased conduit vessel stiffness increases pulse pressure and pulsatile load, potentially contributing to adverse outcomes in patients with left ventricular dysfunction.","['BACKGROUND', 'Increased', 'conduit', 'vessel', 'stiffness', 'increases', 'pulse', 'pressure', 'and', 'pulsatile', 'load', ',', 'potentially', 'contributing', 'to', 'adverse', 'outcomes', 'in', 'patients', 'with', 'left', 'ventricular', 'dysfunction', '.']",0,0,0,NONE
10091821,3,72,115,"METHODS Pulse and mean arterial pressure were analyzed for their effect on mortality, adjusting for other modifiers of risk, using Cox proportional hazards regression analysis of data collected from 6,781 patients randomized into the Studies of Left Ventricular Dysfunction trials.","['METHODS', 'Pulse', 'and', 'mean', 'arterial', 'pressure', 'were', 'analyzed', 'for', 'their', 'effect', 'on', 'mortality', ',', 'adjusting', 'for', 'other', 'modifiers', 'of', 'risk', ',', 'using', 'Cox', 'proportional', 'hazards', 'regression', 'analysis', 'of', 'data', 'collected', 'from', '6,781', 'patients', 'randomized', 'into', 'the', 'Studies', 'of', 'Left', 'Ventricular', 'Dysfunction', 'trials', '.']",1,0,1,MIXED
10091821,4,115,150,"RESULTS Pulse and mean arterial pressure were related positively to each other, age, ejection fraction and prevalence of diabetes and hypertension and inversely to prior myocardial infarction and beta-adrenergic blocking agent use.","['RESULTS', 'Pulse', 'and', 'mean', 'arterial', 'pressure', 'were', 'related', 'positively', 'to', 'each', 'other', ',', 'age', ',', 'ejection', 'fraction', 'and', 'prevalence', 'of', 'diabetes', 'and', 'hypertension', 'and', 'inversely', 'to', 'prior', 'myocardial', 'infarction', 'and', 'beta-adrenergic', 'blocking', 'agent', 'use', '.']",0,0,5,O
10091821,5,150,185,"Higher pulse pressure was associated with increased prevalence of female gender, greater calcium channel blocking agent, digoxin and diuretic use, lower heart rate and a higher rate of reported smoking history.","['Higher', 'pulse', 'pressure', 'was', 'associated', 'with', 'increased', 'prevalence', 'of', 'female', 'gender', ',', 'greater', 'calcium', 'channel', 'blocking', 'agent', ',', 'digoxin', 'and', 'diuretic', 'use', ',', 'lower', 'heart', 'rate', 'and', 'a', 'higher', 'rate', 'of', 'reported', 'smoking', 'history', '.']",0,7,3,MIXED
10091821,6,185,212,"Higher mean arterial pressure was associated with higher heart rate, lower calcium channel blocker and digoxin use and lower New York Heart Association functional class.","['Higher', 'mean', 'arterial', 'pressure', 'was', 'associated', 'with', 'higher', 'heart', 'rate', ',', 'lower', 'calcium', 'channel', 'blocker', 'and', 'digoxin', 'use', 'and', 'lower', 'New', 'York', 'Heart', 'Association', 'functional', 'class', '.']",0,4,4,MIXED
